ID,매물확인방식,보증금,월세,전용면적,해당층,총층,방향,방수,욕실수,주차가능여부,총주차대수,관리비,중개사무소,제공플랫폼,게재일,허위매물여부
TRAIN_0623,현장확인,70500000.0,500000,32.36,7.0,7.0,남서향,1.0,1.0,가능,4.0,9,G52Iz8V2B9,C플랫폼,2024-03-20,0
TRAIN_0624,현장확인,348500000.0,70000,,2.0,4.0,남향,1.0,1.0,불가능,,0,r74nn1Y4T7,B플랫폼,2024-10-08,0
TRAIN_0625,현장확인,125000000.0,690000,27.92,4.0,4.0,동향,1.0,1.0,불가능,43.0,9,G52Iz8V2B9,A플랫폼,2024-11-04,0
TRAIN_0626,전화확인,22000000.0,700000,29.7,2.0,3.0,남향,2.0,1.0,불가능,,5,t44kB9X5Y9,C플랫폼,2024-12-10,0
TRAIN_0627,현장확인,379000000.0,740000,27.89,4.0,4.0,남동향,1.0,1.0,불가능,11.0,10,G52Iz8V2B9,A플랫폼,2024-06-19,0
TRAIN_0628,서류확인,28000000.0,540000,17.84,5.0,10.0,남향,1.0,1.0,가능,25.0,13,G52Iz8V2B9,B플랫폼,2024-09-03,0
TRAIN_0629,현장확인,13500000.0,310000,22.97,5.0,5.0,동향,1.0,1.0,가능,42.0,11,G52Iz8V2B9,A플랫폼,2024-08-20,0
TRAIN_0630,현장확인,92500000.0,690000,17.5,4.0,5.0,남서향,1.0,1.0,불가능,,0,C41wx1K6U9,B플랫폼,2024-11-13,0
TRAIN_0631,현장확인,7000000.0,90000,41.94,14.0,15.0,남서향,2.0,2.0,불가능,36.0,5,G52Iz8V2B9,H플랫폼,2023-09-12,0
TRAIN_0632,현장확인,117000000.0,90000,35.11,6.0,7.0,남동향,1.0,1.0,불가능,30.0,8,G52Iz8V2B9,B플랫폼,2024-02-21,0
TRAIN_0633,현장확인,24000000.0,300000,29.98,7.0,8.0,남향,2.0,1.0,가능,6.0,9,W02qh9Z4E0,E플랫폼,2025-01-19,0
TRAIN_0634,서류확인,27000000.0,150000,22.87,8.0,8.0,남향,2.0,1.0,가능,,0,g44jq5J7D0,B플랫폼,2024-08-14,0
TRAIN_0635,현장확인,148500000.0,80000,30.37,2.0,3.0,동향,2.0,1.0,불가능,,1,k52HR5N1Z1,C플랫폼,2024-12-08,0
TRAIN_0636,현장확인,16000000.0,630000,27.82,1.0,10.0,남향,1.0,1.0,가능,29.0,7,G52Iz8V2B9,B플랫폼,2023-11-05,0
TRAIN_0637,현장확인,194500000.0,530000,,8.0,9.0,남서향,2.0,1.0,가능,8.0,9,M81UG0D1F8,A플랫폼,2024-12-14,0
TRAIN_0638,현장확인,155500000.0,540000,19.59,6.0,11.0,북서향,2.0,2.0,가능,42.0,0,G52Iz8V2B9,B플랫폼,2024-03-21,0
TRAIN_0639,현장확인,144500000.0,310000,21.32,9.0,11.0,남향,1.0,1.0,불가능,28.0,0,G52Iz8V2B9,A플랫폼,2023-12-13,0
TRAIN_0640,서류확인,88500000.0,360000,39.73,8.0,8.0,동향,2.0,1.0,가능,7.0,9,U32BI2S7X3,E플랫폼,2024-09-26,0
TRAIN_0641,서류확인,127500000.0,550000,40.64,5.0,6.0,남향,2.0,1.0,가능,11.0,12,H90uE4C0W5,A플랫폼,2024-09-12,0
TRAIN_0642,현장확인,321500000.0,250000,25.29,6.0,6.0,남서향,1.0,1.0,가능,6.0,10,r16Dr6Z7C3,G플랫폼,2024-11-14,0
TRAIN_0643,전화확인,82000000.0,330000,39.73,8.0,8.0,동향,2.0,1.0,가능,7.0,6,K25cF2K7X6,E플랫폼,2025-01-19,0
TRAIN_0644,서류확인,140500000.0,470000,24.01,10.0,10.0,남서향,2.0,1.0,가능,8.0,2,K86UF7I0P3,C플랫폼,2024-09-21,0
TRAIN_0645,서류확인,12500000.0,260000,28.09,2.0,3.0,북서향,2.0,1.0,불가능,,6,a15xR3G4V0,A플랫폼,2024-12-07,0
TRAIN_0646,현장확인,351000000.0,10000,18.87,6.0,16.0,동향,1.0,1.0,가능,54.0,22,z40LO7P9C9,F플랫폼,2024-03-26,1
TRAIN_0647,현장확인,97500000.0,150000,38.52,1.0,5.0,동향,2.0,2.0,가능,23.0,1,G52Iz8V2B9,F플랫폼,2024-07-14,0
TRAIN_0648,현장확인,18500000.0,410000,31.46,6.0,12.0,남향,1.0,1.0,불가능,11.0,5,G52Iz8V2B9,A플랫폼,2024-12-03,0
TRAIN_0649,서류확인,18500000.0,100000,25.88,1.0,2.0,남서향,1.0,1.0,불가능,36.0,12,G52Iz8V2B9,A플랫폼,2023-12-09,0
TRAIN_0650,현장확인,129500000.0,50000,28.89,,8.0,남동향,2.0,1.0,가능,8.0,7,r16Dr6Z7C3,A플랫폼,2024-11-09,0
TRAIN_0651,현장확인,187500000.0,430000,26.6,11.0,18.0,서향,2.0,2.0,가능,21.0,0,G52Iz8V2B9,A플랫폼,2024-08-02,0
TRAIN_0652,전화확인,402000000.0,510000,,2.0,4.0,남향,2.0,1.0,불가능,,0,x68FU7B0S3,B플랫폼,2024-02-27,1
TRAIN_0653,현장확인,164500000.0,540000,25.56,7.0,10.0,남동향,2.0,1.0,가능,1.0,17,w37Qk3B9D2,B플랫폼,2024-12-17,0
TRAIN_0654,현장확인,11500000.0,380000,,3.0,4.0,서향,1.0,1.0,불가능,,0,q18xI5H8Z1,A플랫폼,2024-10-22,0
TRAIN_0655,현장확인,152500000.0,120000,29.7,5.0,9.0,남서향,1.0,1.0,가능,2.0,10,r82ax9M3U3,B플랫폼,2024-08-23,0
TRAIN_0656,서류확인,158500000.0,540000,29.81,,9.0,남동향,2.0,1.0,가능,8.0,11,x68FU7B0S3,C플랫폼,2024-11-04,0
TRAIN_0657,현장확인,75000000.0,440000,33.05,2.0,3.0,남서향,2.0,1.0,불가능,,0,I97SP1K4K9,A플랫폼,2024-10-05,0
TRAIN_0658,현장확인,368000000.0,50000,,2.0,4.0,북향,1.0,1.0,가능,2.0,0,S12iP7V0Q9,A플랫폼,2024-05-13,1
TRAIN_0659,현장확인,345500000.0,500000,21.22,5.0,15.0,서향,1.0,1.0,가능,3.0,6,G52Iz8V2B9,C플랫폼,2023-10-24,0
TRAIN_0660,현장확인,15500000.0,390000,23.85,,15.0,서향,1.0,1.0,가능,1.0,0,U24ZN1W3V8,A플랫폼,2024-11-10,0
TRAIN_0661,현장확인,16000000.0,580000,42.9,3.0,5.0,남서향,2.0,1.0,불가능,,0,U93ap2F8Z1,C플랫폼,2024-11-13,0
TRAIN_0662,현장확인,103000000.0,240000,,,7.0,남향,1.0,1.0,가능,4.0,17,Z18up3D1C3,A플랫폼,2024-09-11,0
TRAIN_0663,현장확인,349500000.0,750000,17.5,,14.0,남향,1.0,1.0,가능,104.0,11,d24sj2E4L0,A플랫폼,2024-09-02,0
TRAIN_0664,현장확인,117500000.0,360000,17.5,8.0,8.0,서향,1.0,1.0,가능,3.0,12,H90uE4C0W5,A플랫폼,2024-07-13,1
TRAIN_0665,전화확인,141500000.0,190000,35.02,4.0,9.0,남동향,1.0,1.0,가능,1.0,3,G52Iz8V2B9,F플랫폼,2024-07-29,0
TRAIN_0666,현장확인,194500000.0,700000,17.5,,8.0,동향,1.0,1.0,가능,4.0,1,o97gJ6P3O8,H플랫폼,2024-12-26,0
TRAIN_0667,현장확인,126500000.0,220000,36.48,19.0,20.0,서향,2.0,1.0,가능,47.0,2,G52Iz8V2B9,B플랫폼,2023-11-02,0
TRAIN_0668,현장확인,102000000.0,360000,26.25,3.0,8.0,서향,1.0,1.0,가능,4.0,18,H90uE4C0W5,A플랫폼,2024-10-06,0
TRAIN_0669,전화확인,342000000.0,590000,,,8.0,북향,1.0,1.0,불가능,5.0,12,D30QB7N3P2,A플랫폼,2024-03-03,1
TRAIN_0670,전화확인,329500000.0,450000,28.88,1.0,9.0,북서향,1.0,1.0,가능,3.0,0,G52Iz8V2B9,B플랫폼,2024-07-25,0
TRAIN_0671,전화확인,167500000.0,350000,,2.0,11.0,남향,1.0,1.0,가능,16.0,0,h29Tb4Z5T5,B플랫폼,2024-12-07,0
TRAIN_0672,현장확인,110000000.0,610000,22.79,2.0,2.0,북서향,2.0,2.0,가능,4.0,7,G52Iz8V2B9,A플랫폼,2023-09-26,0
TRAIN_0673,전화확인,117000000.0,50000,27.68,9.0,10.0,동향,1.0,1.0,가능,11.0,3,G52Iz8V2B9,A플랫폼,2024-03-03,0
TRAIN_0674,현장확인,10500000.0,70000,17.5,6.0,9.0,북향,1.0,1.0,불가능,58.0,3,p26Fi7V4A8,C플랫폼,2024-11-27,0
TRAIN_0675,현장확인,113000000.0,710000,34.71,,9.0,남동향,1.0,1.0,가능,18.0,5,W61Ep0B6G8,G플랫폼,2024-08-09,1
TRAIN_0676,현장확인,162500000.0,740000,,2.0,4.0,동향,2.0,1.0,불가능,,0,o80Xg3Q1Q7,D플랫폼,2024-09-04,0
TRAIN_0677,현장확인,126000000.0,670000,,2.0,4.0,남서향,1.0,1.0,불가능,,0,M02bn7Y4P0,D플랫폼,2024-11-08,0
TRAIN_0678,서류확인,17000000.0,730000,29.6,5.0,9.0,동향,1.0,1.0,가능,8.0,0,J30yG7F1O0,C플랫폼,2024-11-23,0
TRAIN_0679,전화확인,146000000.0,540000,17.5,2.0,2.0,남동향,1.0,1.0,가능,11.0,10,G52Iz8V2B9,J플랫폼,2025-01-23,0
TRAIN_0680,현장확인,6500000.0,100000,,2.0,3.0,동향,2.0,1.0,불가능,,0,b03oE4G3F6,A플랫폼,2024-10-28,0
TRAIN_0681,현장확인,89000000.0,440000,39.67,3.0,4.0,북동향,2.0,1.0,가능,,0,C74MD6S8M9,D플랫폼,2024-07-10,1
TRAIN_0682,현장확인,15500000.0,140000,,5.0,6.0,동향,2.0,1.0,가능,5.0,12,t93Nt6I2I0,B플랫폼,2024-06-24,1
TRAIN_0683,현장확인,321500000.0,710000,19.93,6.0,19.0,동향,1.0,1.0,가능,16.0,4,G52Iz8V2B9,C플랫폼,2024-10-22,0
TRAIN_0684,현장확인,404000000.0,290000,27.46,8.0,12.0,서향,1.0,1.0,가능,34.0,4,G52Iz8V2B9,A플랫폼,2023-11-13,0
TRAIN_0685,현장확인,127000000.0,70000,,6.0,7.0,남향,1.0,1.0,불가능,,0,g99sy3I3R8,A플랫폼,2024-09-04,0
TRAIN_0686,현장확인,181500000.0,520000,,,,서향,,,불가능,,0,M02bn7Y4P0,D플랫폼,2024-08-15,0
TRAIN_0687,현장확인,170500000.0,440000,21.28,11.0,12.0,서향,1.0,1.0,불가능,47.0,0,G52Iz8V2B9,C플랫폼,2024-10-09,0
TRAIN_0688,현장확인,112500000.0,170000,21.23,4.0,8.0,동향,1.0,1.0,가능,6.0,9,S69fV9Z3J7,C플랫폼,2024-06-30,1
TRAIN_0689,현장확인,161500000.0,20000,35.44,8.0,13.0,남향,1.0,1.0,불가능,30.0,12,G52Iz8V2B9,A플랫폼,2023-11-04,0
TRAIN_0690,현장확인,189500000.0,10000,37.13,1.0,19.0,서향,1.0,1.0,가능,5.0,0,G52Iz8V2B9,C플랫폼,2023-11-04,0
TRAIN_0691,현장확인,182000000.0,100000,30.64,6.0,6.0,서향,2.0,1.0,불가능,28.0,12,G52Iz8V2B9,B플랫폼,2024-03-20,0
TRAIN_0692,현장확인,158500000.0,170000,28.31,17.0,21.0,동향,1.0,1.0,불가능,22.0,8,G52Iz8V2B9,B플랫폼,2024-09-01,0
TRAIN_0693,현장확인,348500000.0,200000,,2.0,3.0,북서향,2.0,1.0,불가능,,3,Z81Jv8Z5G2,H플랫폼,2024-09-20,0
TRAIN_0694,현장확인,19500000.0,460000,17.5,5.0,6.0,남서향,1.0,1.0,불가능,35.0,0,G52Iz8V2B9,A플랫폼,2024-04-06,0
TRAIN_0695,현장확인,14500000.0,380000,24.01,,10.0,남서향,2.0,1.0,가능,8.0,0,S12iP7V0Q9,A플랫폼,2024-12-25,0
TRAIN_0696,서류확인,18500000.0,180000,41.8,2.0,3.0,북향,2.0,1.0,불가능,,12,w85cb3W8U9,A플랫폼,2023-08-23,1
TRAIN_0697,현장확인,179500000.0,370000,,2.0,3.0,동향,2.0,1.0,불가능,,0,W63TA3X9H5,A플랫폼,2024-09-03,0
TRAIN_0698,현장확인,93500000.0,620000,28.17,4.0,5.0,서향,2.0,1.0,가능,29.0,7,G52Iz8V2B9,B플랫폼,2023-10-13,0
TRAIN_0699,현장확인,100500000.0,110000,24.52,8.0,10.0,동향,1.0,1.0,가능,10.0,5,G52Iz8V2B9,A플랫폼,2024-10-04,0
TRAIN_0700,현장확인,107000000.0,250000,29.89,4.0,6.0,남동향,2.0,1.0,가능,8.0,1,r82ax9M3U3,B플랫폼,2024-10-10,0
TRAIN_0701,전화확인,142000000.0,260000,31.46,2.0,6.0,남향,1.0,1.0,가능,4.0,9,j96GJ1G2T3,D플랫폼,2024-11-24,0
TRAIN_0702,현장확인,11500000.0,610000,28.01,10.0,12.0,서향,1.0,1.0,가능,34.0,13,G52Iz8V2B9,B플랫폼,2024-06-20,0
TRAIN_0703,현장확인,135500000.0,100000,27.48,3.0,7.0,서향,2.0,1.0,가능,,9,N45gM0M7R0,B플랫폼,2024-10-08,0
TRAIN_0704,현장확인,135000000.0,720000,43.48,4.0,13.0,북향,2.0,1.0,가능,,22,C41wx1K6U9,B플랫폼,2024-09-02,0
TRAIN_0705,현장확인,24000000.0,200000,29.15,4.0,15.0,동향,1.0,1.0,불가능,38.0,5,G52Iz8V2B9,I플랫폼,2024-04-11,0
TRAIN_0706,현장확인,140000000.0,400000,17.5,19.0,20.0,남향,1.0,1.0,불가능,38.0,2,G52Iz8V2B9,B플랫폼,2024-03-01,0
TRAIN_0707,현장확인,163500000.0,690000,20.47,,6.0,북향,1.0,1.0,가능,6.0,0,M92wE9E7E5,A플랫폼,2024-05-12,1
TRAIN_0708,현장확인,164500000.0,150000,17.5,6.0,6.0,서향,1.0,1.0,불가능,6.0,0,J52gJ2E4T6,C플랫폼,2023-06-25,1
TRAIN_0709,서류확인,28000000.0,220000,19.83,3.0,6.0,북향,1.0,1.0,불가능,6.0,8,V19Zw6E4O7,A플랫폼,2024-08-24,0
TRAIN_0710,현장확인,397000000.0,60000,38.44,11.0,15.0,북서향,1.0,1.0,불가능,2.0,10,G52Iz8V2B9,A플랫폼,2023-12-11,0
TRAIN_0711,현장확인,122500000.0,400000,,2.0,3.0,동향,2.0,1.0,불가능,,2,D49QC8I7L2,A플랫폼,2024-12-05,0
TRAIN_0712,현장확인,95500000.0,340000,32.1,17.0,21.0,남서향,2.0,1.0,불가능,43.0,0,G52Iz8V2B9,A플랫폼,2024-03-16,0
TRAIN_0713,현장확인,28000000.0,690000,,9.0,10.0,북향,2.0,1.0,불가능,1.0,4,O47hX9Z3L9,A플랫폼,2024-02-14,0
TRAIN_0714,서류확인,6000000.0,150000,19.83,3.0,8.0,동향,1.0,1.0,불가능,2.0,1,V19Zw6E4O7,A플랫폼,2024-09-18,0
TRAIN_0715,현장확인,325500000.0,160000,,3.0,4.0,북향,1.0,1.0,불가능,,12,X95Bu4S5H2,B플랫폼,2023-07-09,1
TRAIN_0716,현장확인,67500000.0,390000,17.5,7.0,14.0,남향,1.0,1.0,가능,104.0,18,z40LO7P9C9,F플랫폼,2024-08-25,0
TRAIN_0717,현장확인,396000000.0,380000,43.33,10.0,11.0,북향,1.0,1.0,불가능,29.0,0,G52Iz8V2B9,A플랫폼,2024-08-22,0
TRAIN_0718,현장확인,374500000.0,700000,31.43,2.0,6.0,북동향,1.0,1.0,불가능,49.0,7,G52Iz8V2B9,A플랫폼,2023-12-09,0
TRAIN_0719,서류확인,8500000.0,300000,,3.0,6.0,남서향,1.0,1.0,불가능,2.0,0,w85cb3W8U9,A플랫폼,2024-08-29,0
TRAIN_0720,현장확인,161000000.0,50000,,,3.0,동향,2.0,1.0,불가능,,0,X71Iq5L2C6,A플랫폼,2024-07-06,1
TRAIN_0721,전화확인,7500000.0,20000,17.5,5.0,13.0,서향,1.0,1.0,가능,40.0,8,G52Iz8V2B9,D플랫폼,2024-12-26,0
TRAIN_0722,현장확인,343500000.0,240000,49.59,3.0,5.0,북향,2.0,1.0,불가능,,19,C74MD6S8M9,D플랫폼,2023-09-02,1
TRAIN_0723,서류확인,95000000.0,590000,17.5,6.0,6.0,남서향,1.0,1.0,가능,8.0,5,Z68ZJ6F6L4,A플랫폼,2024-12-30,0
TRAIN_0724,현장확인,398500000.0,60000,35.58,5.0,9.0,동향,1.0,1.0,불가능,48.0,0,G52Iz8V2B9,B플랫폼,2024-05-10,0
TRAIN_0725,서류확인,364000000.0,0,17.5,10.0,16.0,북동향,1.0,1.0,가능,34.0,0,R17wi5N4M8,D플랫폼,2024-05-19,1
TRAIN_0726,서류확인,78500000.0,110000,,,4.0,북향,2.0,1.0,불가능,,8,h32je0U3R6,B플랫폼,2024-06-05,0
TRAIN_0727,현장확인,347500000.0,170000,17.5,5.0,10.0,남향,2.0,1.0,가능,2.0,8,G52Iz8V2B9,A플랫폼,2024-01-18,0
TRAIN_0728,현장확인,6000000.0,90000,19.83,3.0,5.0,동향,1.0,1.0,불가능,,12,U38lq5B5A8,A플랫폼,2024-07-31,0
TRAIN_0729,현장확인,155000000.0,570000,33.97,1.0,12.0,북향,1.0,1.0,불가능,49.0,9,G52Iz8V2B9,C플랫폼,2024-10-28,0
TRAIN_0730,현장확인,75000000.0,620000,18.2,5.0,6.0,남동향,1.0,1.0,불가능,,7,i13Mx4U8C3,D플랫폼,2024-11-15,0
TRAIN_0731,현장확인,324000000.0,510000,40.89,6.0,6.0,동향,1.0,1.0,가능,11.0,1,W02qh9Z4E0,E플랫폼,2024-10-23,0
TRAIN_0732,현장확인,19500000.0,250000,27.48,,7.0,서향,2.0,1.0,가능,10.0,1,y86qM5T6T6,A플랫폼,2024-12-08,0
TRAIN_0733,현장확인,20500000.0,350000,41.94,6.0,6.0,남향,2.0,1.0,가능,,0,W61Ep0B6G8,B플랫폼,2024-10-18,0
TRAIN_0734,서류확인,145000000.0,450000,,3.0,4.0,남향,1.0,1.0,가능,1.0,6,o80Xg3Q1Q7,D플랫폼,2025-01-16,0
TRAIN_0735,현장확인,19000000.0,100000,34.28,10.0,19.0,남향,1.0,1.0,가능,40.0,0,G52Iz8V2B9,F플랫폼,2024-01-14,0
TRAIN_0736,현장확인,27500000.0,240000,,3.0,5.0,서향,2.0,1.0,가능,6.0,1,u37tM2V9J1,D플랫폼,2024-12-05,0
TRAIN_0737,현장확인,174000000.0,160000,,5.0,8.0,남향,1.0,1.0,불가능,,12,D49QC8I7L2,A플랫폼,2024-03-17,1
TRAIN_0738,현장확인,78000000.0,340000,27.69,3.0,9.0,서향,1.0,1.0,불가능,13.0,1,S30er7F3P4,E플랫폼,2024-10-21,0
TRAIN_0739,현장확인,161000000.0,750000,39.32,10.0,13.0,동향,2.0,1.0,불가능,47.0,12,G52Iz8V2B9,B플랫폼,2025-01-12,0
TRAIN_0740,서류확인,160500000.0,670000,26.25,3.0,7.0,남서향,1.0,1.0,가능,,8,r82ax9M3U3,B플랫폼,2024-08-31,0
TRAIN_0741,서류확인,101000000.0,230000,20.33,2.0,6.0,남향,1.0,1.0,가능,32.0,1,G52Iz8V2B9,A플랫폼,2024-11-21,0
TRAIN_0742,현장확인,150500000.0,170000,17.5,,9.0,남서향,1.0,1.0,불가능,8.0,7,f41Wq8P7T9,A플랫폼,2024-12-10,0
TRAIN_0743,현장확인,79000000.0,140000,46.03,3.0,15.0,북서향,1.0,1.0,가능,42.0,14,G52Iz8V2B9,E플랫폼,2024-08-08,0
TRAIN_0744,서류확인,133000000.0,80000,30.1,2.0,3.0,남향,2.0,1.0,불가능,,9,J52gJ2E4T6,C플랫폼,2025-01-19,0
TRAIN_0745,현장확인,91500000.0,250000,,3.0,4.0,동향,2.0,1.0,불가능,3.0,1,L57cH2E4P5,B플랫폼,2024-12-23,0
TRAIN_0746,현장확인,86500000.0,450000,17.5,4.0,6.0,남서향,1.0,1.0,불가능,,0,y83fz3N4Q6,B플랫폼,2025-01-08,0
TRAIN_0747,전화확인,113500000.0,150000,19.72,3.0,3.0,남향,1.0,1.0,불가능,41.0,10,G52Iz8V2B9,A플랫폼,2024-05-15,0
TRAIN_0748,현장확인,368000000.0,510000,,4.0,5.0,동향,1.0,1.0,가능,4.0,7,r16Dr6Z7C3,G플랫폼,2024-08-22,0
TRAIN_0749,현장확인,162500000.0,470000,28.65,2.0,2.0,남서향,1.0,1.0,불가능,14.0,6,G52Iz8V2B9,A플랫폼,2024-11-30,0
TRAIN_0750,현장확인,97500000.0,510000,,2.0,5.0,남동향,1.0,1.0,불가능,,4,u92NN7A1E5,A플랫폼,2024-12-19,0
TRAIN_0751,전화확인,27500000.0,490000,,8.0,9.0,남동향,2.0,1.0,가능,1.0,6,s37cv8A6L4,A플랫폼,2024-11-02,0
TRAIN_0752,서류확인,80000000.0,490000,29.23,9.0,10.0,북향,1.0,1.0,가능,15.0,9,G52Iz8V2B9,C플랫폼,2024-05-24,0
TRAIN_0753,현장확인,9500000.0,250000,,,5.0,동향,2.0,1.0,가능,4.0,5,b03oE4G3F6,A플랫폼,2024-05-22,0
TRAIN_0754,서류확인,172500000.0,550000,23.05,6.0,20.0,북향,1.0,1.0,가능,44.0,5,G52Iz8V2B9,B플랫폼,2024-12-30,0
TRAIN_0755,현장확인,149500000.0,70000,30.48,10.0,15.0,남향,2.0,1.0,가능,20.0,9,G52Iz8V2B9,A플랫폼,2024-07-21,0
TRAIN_0756,전화확인,138500000.0,600000,24.16,4.0,11.0,남향,2.0,1.0,가능,28.0,8,G52Iz8V2B9,A플랫폼,2024-08-04,0
TRAIN_0757,전화확인,380500000.0,350000,30.27,13.0,16.0,남동향,1.0,1.0,가능,34.0,2,G52Iz8V2B9,A플랫폼,2024-03-27,0
TRAIN_0758,전화확인,133500000.0,150000,39.01,16.0,20.0,남향,2.0,2.0,가능,33.0,3,G52Iz8V2B9,B플랫폼,2024-07-07,0
TRAIN_0759,현장확인,181000000.0,170000,25.12,3.0,5.0,북향,1.0,1.0,불가능,41.0,12,G52Iz8V2B9,D플랫폼,2024-06-13,0
TRAIN_0760,현장확인,92000000.0,370000,,6.0,6.0,북향,1.0,1.0,불가능,,0,d22DX4Y4P8,B플랫폼,2024-11-22,0
TRAIN_0761,현장확인,14000000.0,160000,,5.0,5.0,남향,1.0,1.0,불가능,,9,S85HO1N1A1,B플랫폼,2024-10-02,0
TRAIN_0762,서류확인,89000000.0,500000,40.6,1.0,2.0,동향,2.0,1.0,가능,18.0,10,G52Iz8V2B9,A플랫폼,2024-03-27,0
TRAIN_0763,현장확인,99500000.0,20000,17.5,2.0,5.0,북향,1.0,1.0,불가능,45.0,12,G52Iz8V2B9,B플랫폼,2024-08-27,0
TRAIN_0764,현장확인,156000000.0,190000,33.96,13.0,17.0,남향,1.0,1.0,가능,31.0,0,G52Iz8V2B9,B플랫폼,2024-11-05,0
TRAIN_0765,현장확인,75000000.0,530000,,4.0,5.0,북서향,1.0,1.0,불가능,,0,u92NN7A1E5,A플랫폼,2024-10-28,0
TRAIN_0766,현장확인,379000000.0,300000,31.63,6.0,10.0,서향,1.0,1.0,가능,32.0,8,G52Iz8V2B9,B플랫폼,2023-12-11,0
TRAIN_0767,현장확인,94000000.0,280000,31.7,5.0,7.0,동향,2.0,1.0,가능,,0,N45gM0M7R0,B플랫폼,2024-11-26,0
TRAIN_0768,현장확인,74000000.0,100000,29.75,5.0,6.0,동향,2.0,1.0,가능,4.0,7,c44yg1K7W7,A플랫폼,2024-09-25,0
TRAIN_0769,현장확인,18500000.0,500000,40.89,6.0,6.0,동향,1.0,1.0,가능,11.0,0,S30er7F3P4,E플랫폼,2024-08-12,0
TRAIN_0770,현장확인,116500000.0,450000,,3.0,4.0,남향,2.0,1.0,가능,5.0,7,j26Tt8M9O4,B플랫폼,2024-11-29,0
TRAIN_0771,서류확인,126000000.0,490000,20.65,2.0,2.0,북향,1.0,1.0,가능,39.0,3,G52Iz8V2B9,A플랫폼,2024-10-22,0
TRAIN_0772,현장확인,194000000.0,540000,,2.0,4.0,동향,1.0,1.0,가능,3.0,0,L43HH2L9R7,B플랫폼,2024-11-02,0
TRAIN_0773,전화확인,165000000.0,140000,18.1,4.0,8.0,동향,1.0,1.0,불가능,4.0,14,J52gJ2E4T6,C플랫폼,2024-07-25,1
TRAIN_0774,전화확인,143500000.0,460000,,4.0,8.0,북동향,1.0,1.0,불가능,3.0,9,K86UF7I0P3,C플랫폼,2024-11-03,0
TRAIN_0775,현장확인,106500000.0,550000,19.71,8.0,12.0,남서향,1.0,1.0,불가능,29.0,13,G52Iz8V2B9,D플랫폼,2024-11-11,0
TRAIN_0776,현장확인,332000000.0,290000,17.5,3.0,10.0,남서향,1.0,1.0,불가능,3.0,0,Z78BN7Z0U2,A플랫폼,2024-12-08,0
TRAIN_0777,전화확인,10500000.0,310000,19.57,9.0,10.0,동향,2.0,1.0,불가능,35.0,2,G52Iz8V2B9,A플랫폼,2023-11-17,0
TRAIN_0778,현장확인,155500000.0,710000,,2.0,3.0,남동향,1.0,1.0,불가능,,0,u92NN7A1E5,A플랫폼,2024-09-25,0
TRAIN_0779,서류확인,67000000.0,110000,,2.0,4.0,남향,2.0,1.0,불가능,,0,g99sy3I3R8,A플랫폼,2024-11-11,0
TRAIN_0780,현장확인,167000000.0,220000,19.83,4.0,4.0,북향,1.0,1.0,불가능,,0,f28iD1U4F3,B플랫폼,2024-01-21,0
TRAIN_0781,현장확인,74000000.0,230000,37.55,6.0,6.0,동향,2.0,1.0,가능,,5,S85HO1N1A1,B플랫폼,2024-09-25,0
TRAIN_0782,전화확인,336500000.0,630000,17.5,4.0,4.0,남동향,1.0,1.0,불가능,,5,Z78BN7Z0U2,A플랫폼,2024-09-11,0
TRAIN_0783,전화확인,177500000.0,680000,29.95,3.0,9.0,동향,2.0,1.0,가능,32.0,12,r74nn1Y4T7,B플랫폼,2024-09-15,0
TRAIN_0784,현장확인,7000000.0,660000,19.83,8.0,9.0,남서향,1.0,1.0,불가능,,18,s37cv8A6L4,A플랫폼,2024-07-16,1
TRAIN_0785,현장확인,390500000.0,630000,17.5,,16.0,북향,1.0,1.0,불가능,15.0,7,Y15LM5Z8N3,E플랫폼,2024-07-25,1
TRAIN_0786,전화확인,121500000.0,140000,22.45,12.0,15.0,남동향,1.0,1.0,가능,15.0,10,G52Iz8V2B9,B플랫폼,2023-12-16,0
TRAIN_0787,서류확인,157500000.0,230000,,2.0,3.0,동향,1.0,1.0,불가능,,0,g15YB8N2R6,A플랫폼,2024-11-26,0
TRAIN_0788,현장확인,378000000.0,190000,42.57,3.0,4.0,동향,1.0,1.0,가능,10.0,1,G52Iz8V2B9,A플랫폼,2024-12-28,0
TRAIN_0789,현장확인,5000000.0,210000,37.73,5.0,9.0,북서향,1.0,1.0,불가능,41.0,15,G52Iz8V2B9,C플랫폼,2024-06-02,0
TRAIN_0790,현장확인,196000000.0,200000,,3.0,5.0,남동향,2.0,1.0,불가능,,8,A72Mx9C8U2,A플랫폼,2024-08-28,0
TRAIN_0791,현장확인,85000000.0,280000,34.46,1.0,8.0,북향,1.0,1.0,불가능,33.0,5,G52Iz8V2B9,B플랫폼,2024-10-31,0
TRAIN_0792,서류확인,348500000.0,510000,40.89,6.0,6.0,서향,1.0,1.0,불가능,11.0,7,U32BI2S7X3,E플랫폼,2023-12-15,0
TRAIN_0793,현장확인,117000000.0,660000,,5.0,6.0,남동향,1.0,1.0,불가능,,1,r96CF3I0N9,B플랫폼,2024-11-15,0
TRAIN_0794,현장확인,165500000.0,350000,28.98,18.0,19.0,북향,1.0,1.0,가능,25.0,0,G52Iz8V2B9,C플랫폼,2024-10-25,0
